,Chutes a gol 1,Chutes a gol 2,Impedimentos 1,Impedimentos 2,Escanteios 1,Escanteios 2,Chutes fora 1,Chutes fora 2,Faltas 1,Faltas 2,Cartões amarelos 1,Cartões amarelos 2,Cartões vermelhos 1,Cartões vermelhos 2,Cruzamentos 1,Cruzamentos 2,Laterais 1,Laterais 2,Chutes bloqueados 1,Chutes bloqueados 2,Contra-ataques 1,Contra-ataques 2,Gols 1,Gols 2,Tiro de meta 1,Tiro de meta 2,Tratamentos 1,Tratamentos 2,SubstituiÃ§Ãµes 1,SubstituiÃ§Ãµes 2,Tiros-livres 1,Tiros-livres 2,Defesas difÃ­ceis 1,Defesas difÃ­ceis 2,Posse 1(%),Posse 2(%),Time 1,Time 2,Position 1,Position 2,Time 1 x Time 2,Resultado Time 1,Position 1 Score,Position 2 Score
18661,3.0,3.0,2.0,5.0,2.0,1.0,3.0,5.0,17.0,15.0,3.0,0.0,0.0,0.0,17.0,13.0,47.0,38.0,2.0,2.0,1.0,1.0,1.0,1.0,10.0,8.0,1.0,2.0,3.0,3.0,20.0,19.0,2.0,2.0,54.0,46.0,115,87,4-4-2,4-4-2,2648,1,0.9,0.9
15095,6.0,3.0,1.0,4.0,2.0,2.0,4.0,4.0,13.0,15.0,1.0,2.0,0.0,0.0,17.0,13.0,21.0,38.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,5.0,1.0,2.0,3.0,3.0,19.0,14.0,1.0,5.0,45.0,55.0,13,173,4-2-3-1,4-2-3-1,272,1,0.87,0.87
12075,4.0,3.0,2.0,1.0,4.0,3.0,11.0,8.0,13.0,15.0,2.0,2.0,0.0,1.0,14.0,15.0,8.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,15.0,12.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,56.0,44.0,109,101,4-3-3,4-2-3-1,2475,0,0.78,0.87
9903,6.0,6.0,2.0,1.0,7.0,3.0,6.0,6.0,9.0,6.0,2.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,2.0,7.0,8.0,1.0,2.0,5.0,5.0,14.0,14.0,2.0,3.0,62.0,38.0,273,109,,,6408,1,,
3008,7.0,2.0,1.0,3.0,7.0,5.0,3.0,6.0,8.0,9.0,3.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,5.0,0.0,7.0,8.0,1.0,2.0,0.0,0.0,14.0,14.0,2.0,3.0,44.0,56.0,186,154,4-3-3,4-3-3,4295,0,0.78,0.78
134,3.0,6.0,0.0,0.0,1.0,17.0,1.0,6.0,16.0,9.0,1.0,1.0,1.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,38.0,62.0,126,152,4-2-3-1,4-4-2,2865,0,0.87,0.9
27312,9.0,5.0,5.0,2.0,8.0,3.0,4.0,8.0,10.0,9.0,3.0,1.0,0.0,0.0,16.0,9.0,18.0,24.0,1.0,1.0,1.0,1.0,3.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,53.0,47.0,302,297,4-4-2,4-4-2,7094,0,0.9,0.9
18573,4.0,3.0,3.0,1.0,6.0,3.0,9.0,0.0,9.0,16.0,1.0,0.0,0.0,0.0,17.0,13.0,32.0,17.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,10.0,1.0,2.0,3.0,3.0,17.0,12.0,3.0,4.0,66.0,34.0,67,87,4-1-4-1,4-2-3-1,1509,1,0.93,0.87
16506,2.0,2.0,6.0,1.0,3.0,5.0,5.0,7.0,18.0,14.0,1.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,41.0,59.0,231,167,4-2-3-1,4-1-2-2-1,5353,0,0.87,0.91
11697,4.0,4.0,2.0,2.0,5.0,4.0,6.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,150,4,,,7342,1,,
15515,4.0,10.0,6.0,1.0,0.0,4.0,1.0,4.0,16.0,10.0,2.0,1.0,0.0,0.0,12.0,9.0,2.0,4.0,0.0,1.0,1.0,0.0,1.0,3.0,6.0,1.0,0.0,3.0,2.0,3.0,14.0,14.0,2.0,3.0,41.0,59.0,61,206,4-1-4-1,4-2-3-1,1379,1,0.93,0.87
3713,6.0,4.0,0.0,3.0,10.0,6.0,5.0,7.0,14.0,15.0,2.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,60.0,40.0,243,203,4-4-2,4-3-3,5662,1,0.9,0.78
19200,4.0,7.0,2.0,1.0,2.0,1.0,1.0,5.0,12.0,9.0,3.0,1.0,0.0,0.0,17.0,13.0,18.0,19.0,2.0,2.0,1.0,1.0,1.0,1.0,10.0,3.0,1.0,2.0,3.0,3.0,10.0,14.0,6.0,3.0,34.0,66.0,25,31,4-4-2,4-3-3,574,1,0.9,0.78
13417,4.0,1.0,2.0,3.0,5.0,2.0,10.0,5.0,4.0,11.0,1.0,1.0,0.0,0.0,20.0,13.0,31.0,27.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,53.0,47.0,95,113,4-4-2,4-4-2,2112,1,0.9,0.9
7429,7.0,3.0,2.0,1.0,7.0,4.0,8.0,7.0,16.0,15.0,2.0,5.0,0.0,0.0,14.0,17.0,13.0,13.0,4.0,7.0,1.0,2.0,1.0,0.0,6.0,12.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,42.0,58.0,106,45,4-3-3,4-3-3,2384,0,0.78,0.78
3230,4.0,3.0,0.0,1.0,4.0,7.0,4.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,8.0,1.0,2.0,0.0,0.0,14.0,14.0,2.0,3.0,54.0,46.0,187,264,4-2-3-1,4-4-2,4324,0,0.87,0.9
9223,4.0,2.0,0.0,1.0,6.0,2.0,10.0,7.0,22.0,18.0,2.0,3.0,1.0,0.0,17.0,16.0,26.0,13.0,2.0,1.0,0.0,2.0,0.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,47.0,53.0,32,236,4-4-2,4-3-3,746,1,0.9,0.78
14894,4.0,3.0,2.0,1.0,6.0,6.0,6.0,7.0,19.0,14.0,3.0,3.0,0.0,0.0,17.0,13.0,17.0,22.0,2.0,2.0,1.0,1.0,2.0,2.0,11.0,9.0,1.0,2.0,3.0,3.0,15.0,21.0,1.0,2.0,48.0,52.0,272,231,4-2-3-1,4-2-3-1,6385,1,0.87,0.87
10849,6.0,3.0,0.0,1.0,6.0,6.0,9.0,4.0,10.0,10.0,3.0,1.0,0.0,0.0,22.0,15.0,16.0,24.0,2.0,3.0,0.0,2.0,0.0,1.0,9.0,15.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,50.0,50.0,153,101,4-2-3-1,4-2-3-1,3443,1,0.87,0.87
330,4.0,5.0,1.0,2.0,5.0,7.0,7.0,3.0,10.0,7.0,0.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,3.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,51.0,49.0,133,152,4-1-3-2,4-4-2,2972,0,0.82,0.9
12272,8.0,3.0,2.0,2.0,8.0,2.0,8.0,13.0,12.0,18.0,1.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,4.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,48.0,52.0,59,141,,,1326,0,,
597,3.0,7.0,1.0,1.0,3.0,4.0,5.0,3.0,12.0,17.0,3.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,85,190,3-4-3,3-5-2,1915,1,0.76,0.85
22882,1.0,2.0,1.0,2.0,8.0,3.0,3.0,3.0,9.0,9.0,3.0,1.0,1.0,0.0,17.0,13.0,20.0,17.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,8.0,1.0,2.0,3.0,3.0,11.0,10.0,2.0,3.0,52.0,48.0,280,102,4-3-3,4-3-3,6562,1,0.78,0.78
10044,5.0,5.0,3.0,2.0,7.0,3.0,3.0,6.0,16.0,13.0,1.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,47.0,53.0,111,8,5-3-2,4-1-4-1,2519,0,0.97,0.93
10848,5.0,5.0,2.0,1.0,3.0,3.0,6.0,5.0,24.0,17.0,0.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,48.0,52.0,232,59,4-2-3-1,4-2-3-1,5380,1,0.87,0.87
25113,6.0,5.0,3.0,1.0,2.0,4.0,5.0,6.0,11.0,12.0,2.0,2.0,0.0,1.0,18.0,16.0,6.0,3.0,2.0,4.0,1.0,3.0,0.0,0.0,7.0,10.0,5.0,2.0,3.0,2.0,14.0,14.0,2.0,3.0,47.0,53.0,267,97,4-2-3-1,4-2-3-1,6225,1,0.87,0.87
23595,4.0,5.0,1.0,0.0,6.0,7.0,2.0,1.0,8.0,9.0,2.0,2.0,0.0,0.0,17.0,13.0,28.0,17.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,9.0,1.0,2.0,3.0,3.0,9.0,9.0,4.0,4.0,51.0,49.0,78,302,4-3-3,3-4-3,1781,1,0.78,0.76
8504,2.0,1.0,5.0,3.0,4.0,9.0,5.0,8.0,13.0,15.0,2.0,4.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,37.0,63.0,138,196,3-5-2,3-4-1-2,3082,0,0.85,0.84
5690,6.0,6.0,2.0,0.0,4.0,5.0,4.0,2.0,19.0,13.0,2.0,4.0,0.0,0.0,17.0,13.0,15.0,10.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,8.0,1.0,2.0,3.0,3.0,13.0,21.0,1.0,3.0,46.0,54.0,103,196,4-3-3,4-4-1-1,2341,1,0.78,0.91
4871,2.0,3.0,2.0,2.0,5.0,3.0,5.0,3.0,12.0,20.0,1.0,5.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,57.0,43.0,156,21,4-2-3-1,4-3-3,3502,1,0.87,0.78
26336,8.0,6.0,3.0,2.0,14.0,5.0,2.0,5.0,11.0,8.0,1.0,2.0,0.0,0.0,22.0,12.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,45.0,55.0,298,71,4-2-3-1,4-2-3-1,6982,0,0.87,0.87
26709,2.0,8.0,2.0,1.0,3.0,5.0,10.0,7.0,9.0,11.0,0.0,3.0,0.0,0.0,20.0,15.0,8.0,9.0,1.0,2.0,1.0,2.0,1.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,53.0,47.0,222,297,4-4-2,4-5-1,5130,1,0.9,0.95
6197,6.0,2.0,4.0,1.0,7.0,6.0,7.0,4.0,16.0,15.0,2.0,1.0,0.0,0.0,17.0,13.0,22.0,17.0,2.0,2.0,1.0,1.0,1.0,1.0,9.0,7.0,1.0,2.0,3.0,3.0,16.0,20.0,1.0,5.0,45.0,55.0,114,240,3-5-2,4-3-1-2,2629,1,0.85,0.88
1618,6.0,5.0,3.0,0.0,4.0,0.0,14.0,2.0,10.0,13.0,1.0,5.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,2.0,7.0,8.0,1.0,2.0,5.0,5.0,14.0,14.0,2.0,3.0,54.0,46.0,146,75,4-4-2,3-4-2-1,3258,1,0.9,0.82
14747,7.0,4.0,2.0,2.0,9.0,2.0,4.0,4.0,10.0,9.0,1.0,2.0,0.0,0.0,17.0,13.0,15.0,22.0,2.0,2.0,1.0,1.0,3.0,1.0,6.0,12.0,1.0,2.0,3.0,3.0,11.0,12.0,3.0,4.0,52.0,48.0,199,14,4-3-3,4-3-3,4619,0,0.78,0.78
13689,2.0,1.0,1.0,0.0,5.0,2.0,6.0,3.0,7.0,13.0,0.0,0.0,0.0,0.0,17.0,13.0,30.0,21.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,16.0,1.0,2.0,3.0,3.0,13.0,8.0,0.0,1.0,75.0,25.0,188,195,4-2-3-1,4-4-2,4352,1,0.87,0.9
4208,3.0,7.0,1.0,1.0,6.0,6.0,7.0,2.0,7.0,24.0,4.0,6.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,3.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,51.0,49.0,44,52,4-3-3,4-3-3,966,1,0.78,0.78
11460,4.0,4.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,1.0,2.0,0.0,1.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,113,144,,,2590,0,,
9692,4.0,3.0,1.0,1.0,5.0,4.0,3.0,1.0,18.0,23.0,1.0,5.0,0.0,0.0,4.0,2.0,19.0,15.0,3.0,0.0,1.0,0.0,1.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,50.0,50.0,158,72,4-3-1-2,4-3-1-2,3547,1,0.88,0.88
4036,7.0,3.0,1.0,3.0,7.0,3.0,6.0,9.0,14.0,11.0,2.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,4.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,56.0,44.0,187,168,4-4-1-1,4-4-2,4314,0,0.91,0.9
18430,4.0,6.0,1.0,3.0,8.0,3.0,5.0,7.0,18.0,12.0,2.0,4.0,0.0,0.0,17.0,13.0,28.0,24.0,2.0,2.0,1.0,1.0,1.0,0.0,13.0,8.0,1.0,2.0,3.0,3.0,19.0,12.0,6.0,3.0,56.0,44.0,121,162,4-2-3-1,5-3-2,2772,0,0.87,0.97
527,6.0,0.0,2.0,2.0,7.0,3.0,7.0,7.0,12.0,9.0,3.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,50.0,50.0,126,259,3-4-3,4-4-2,2871,0,0.76,0.9
7026,6.0,4.0,2.0,3.0,3.0,7.0,7.0,3.0,20.0,20.0,3.0,5.0,0.0,0.0,10.0,14.0,4.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,5.0,11.0,3.0,3.0,3.0,3.0,14.0,14.0,2.0,3.0,47.0,53.0,103,143,3-4-2-1,3-5-2,2336,0,0.82,0.85
13893,4.0,0.0,2.0,1.0,6.0,1.0,6.0,3.0,12.0,9.0,3.0,1.0,0.0,1.0,18.0,12.0,22.0,24.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,11.0,6.0,0.0,3.0,3.0,14.0,14.0,2.0,3.0,54.0,46.0,172,14,3-5-2,3-4-1-2,3902,1,0.85,0.84
4894,11.0,3.0,3.0,0.0,7.0,2.0,6.0,3.0,7.0,23.0,3.0,5.0,1.0,1.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,3.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,61.0,39.0,0,205,4-2-3-1,4-2-3-1,9,0,0.87,0.87
7502,4.0,4.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,0.0,0.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,240,72,3-4-2-1,4-3-1-2,5585,1,0.82,0.88
1054,4.0,6.0,2.0,3.0,8.0,4.0,2.0,4.0,11.0,16.0,5.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,49.0,51.0,86,128,4-4-2,4-4-2,1925,1,0.9,0.9
21057,4.0,3.0,0.0,4.0,1.0,7.0,3.0,5.0,13.0,10.0,2.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,4.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,29.0,71.0,115,31,4-2-3-1,4-3-3,2642,1,0.87,0.78
292,3.0,1.0,0.0,0.0,5.0,3.0,4.0,2.0,16.0,19.0,0.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,48.0,52.0,258,128,4-3-3,4-4-1-1,6039,0,0.78,0.91
14083,3.0,4.0,1.0,1.0,5.0,6.0,1.0,8.0,17.0,12.0,2.0,3.0,0.0,0.0,17.0,13.0,24.0,16.0,2.0,2.0,1.0,1.0,2.0,3.0,10.0,9.0,1.0,2.0,3.0,3.0,13.0,18.0,1.0,1.0,51.0,49.0,189,188,4-3-1-2,4-4-2,4385,1,0.88,0.9
7244,10.0,4.0,3.0,3.0,11.0,3.0,8.0,2.0,15.0,15.0,2.0,3.0,0.0,0.0,26.0,8.0,4.0,4.0,2.0,7.0,2.0,6.0,2.0,2.0,2.0,15.0,0.0,4.0,3.0,3.0,14.0,14.0,2.0,3.0,66.0,34.0,233,244,4-3-3,4-3-3,5431,1,0.78,0.78
6414,5.0,5.0,1.0,3.0,2.0,5.0,2.0,4.0,15.0,10.0,4.0,3.0,0.0,0.0,17.0,13.0,30.0,20.0,2.0,2.0,1.0,1.0,1.0,3.0,7.0,7.0,1.0,2.0,3.0,3.0,13.0,16.0,3.0,4.0,55.0,45.0,158,23,3-5-2,3-4-1-2,3538,1,0.85,0.84
17118,2.0,3.0,12.0,2.0,5.0,4.0,5.0,4.0,14.0,18.0,2.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,53.0,47.0,172,98,4-2-2-2,4-2-2-2,3912,1,0.86,0.86
20224,5.0,3.0,2.0,4.0,8.0,2.0,5.0,4.0,10.0,17.0,2.0,4.0,0.0,0.0,30.0,8.0,11.0,6.0,4.0,0.0,0.0,2.0,1.0,2.0,8.0,8.0,3.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,57.0,43.0,229,115,4-2-3-1,4-2-3-1,5283,1,0.87,0.87
10801,4.0,5.0,2.0,5.0,7.0,4.0,6.0,4.0,15.0,12.0,2.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,3.0,7.0,8.0,1.0,2.0,5.0,3.0,14.0,14.0,2.0,3.0,39.0,61.0,113,37,4-5-1,,2574,1,0.95,
3019,4.0,4.0,1.0,1.0,14.0,8.0,3.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,0.0,7.0,8.0,1.0,2.0,0.0,0.0,14.0,14.0,2.0,3.0,59.0,41.0,294,52,4-3-3,4-3-3,6875,0,0.78,0.78
20781,4.0,5.0,3.0,1.0,7.0,3.0,11.0,4.0,15.0,10.0,3.0,3.0,1.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,4.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,67.0,33.0,226,96,4-2-3-1,4-2-3-1,5196,1,0.87,0.87
9681,7.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,9.0,11.0,0.0,0.0,0.0,0.0,5.0,6.0,22.0,13.0,1.0,1.0,1.0,1.0,3.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,50.0,50.0,233,114,4-2-3-1,4-3-3,5418,0,0.87,0.78
12387,4.0,7.0,3.0,3.0,4.0,6.0,3.0,7.0,16.0,15.0,3.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,42.0,58.0,144,59,,,3215,1,,
14473,2.0,7.0,1.0,1.0,5.0,5.0,6.0,3.0,8.0,9.0,1.0,0.0,0.0,0.0,17.0,13.0,20.0,19.0,2.0,2.0,1.0,1.0,1.0,3.0,6.0,12.0,1.0,2.0,3.0,3.0,10.0,9.0,4.0,1.0,60.0,40.0,188,263,4-2-3-1,4-3-1-2,4361,1,0.87,0.88
22607,4.0,3.0,1.0,3.0,4.0,7.0,3.0,6.0,10.0,10.0,3.0,4.0,0.0,0.0,25.0,24.0,16.0,30.0,1.0,2.0,0.0,0.0,1.0,1.0,10.0,5.0,3.0,6.0,4.0,5.0,14.0,14.0,2.0,3.0,40.0,60.0,124,276,3-4-3,4-3-3,2821,1,0.76,0.78
12376,3.0,5.0,9.0,1.0,6.0,1.0,7.0,6.0,15.0,24.0,2.0,4.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,232,59,,,5380,0,,
24381,4.0,3.0,4.0,1.0,8.0,3.0,5.0,3.0,15.0,9.0,0.0,1.0,0.0,0.0,17.0,13.0,32.0,20.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,13.0,1.0,2.0,3.0,3.0,10.0,19.0,1.0,3.0,51.0,49.0,262,51,3-4-3,4-4-1-1,6104,1,0.76,0.91
20868,6.0,3.0,1.0,3.0,6.0,3.0,7.0,6.0,10.0,7.0,0.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,4.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,62.0,38.0,228,291,4-3-3,4-4-2,5267,0,0.78,0.9
6481,10.0,2.0,0.0,5.0,6.0,1.0,9.0,5.0,7.0,12.0,1.0,2.0,0.0,0.0,17.0,13.0,21.0,11.0,2.0,2.0,1.0,1.0,3.0,0.0,7.0,14.0,1.0,2.0,3.0,3.0,17.0,7.0,2.0,7.0,63.0,37.0,233,289,4-3-3,4-3-3,5437,0,0.78,0.78
13208,4.0,4.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,2.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,113,148,,,2592,1,,
14192,3.0,3.0,0.0,2.0,5.0,0.0,8.0,0.0,18.0,12.0,5.0,3.0,0.0,0.0,17.0,13.0,22.0,13.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,11.0,1.0,2.0,3.0,3.0,14.0,18.0,2.0,3.0,65.0,35.0,211,167,4-2-3-1,4-4-2,4902,1,0.87,0.9
4970,1.0,7.0,1.0,1.0,5.0,10.0,5.0,6.0,12.0,18.0,2.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,46.0,54.0,220,210,4-2-3-1,4-2-3-1,7256,1,0.87,0.87
7438,8.0,3.0,4.0,5.0,8.0,4.0,2.0,7.0,13.0,10.0,2.0,3.0,0.0,0.0,14.0,9.0,11.0,11.0,2.0,1.0,0.0,1.0,1.0,1.0,7.0,5.0,0.0,5.0,3.0,3.0,14.0,14.0,2.0,3.0,48.0,52.0,45,103,4-3-3,3-4-2-1,995,1,0.78,0.82
5525,3.0,7.0,1.0,2.0,6.0,7.0,3.0,5.0,13.0,11.0,1.0,3.0,0.0,0.0,17.0,13.0,17.0,25.0,2.0,2.0,1.0,1.0,2.0,1.0,6.0,5.0,1.0,2.0,3.0,3.0,13.0,14.0,6.0,1.0,52.0,48.0,240,103,4-4-1-1,3-5-2,5588,0,0.91,0.85
10927,3.0,7.0,1.0,0.0,2.0,5.0,4.0,9.0,14.0,17.0,5.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,54.0,46.0,150,273,4-2-3-1,4-3-3,3397,1,0.87,0.78
25675,5.0,5.0,3.0,2.0,5.0,6.0,3.0,2.0,10.0,15.0,0.0,4.0,0.0,0.0,23.0,15.0,5.0,10.0,4.0,1.0,2.0,0.0,2.0,2.0,2.0,8.0,2.0,0.0,1.0,3.0,14.0,14.0,2.0,3.0,55.0,45.0,58,297,4-4-2,4-4-2,1303,1,0.9,0.9
12531,5.0,4.0,5.0,2.0,5.0,6.0,8.0,14.0,14.0,14.0,1.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,48.0,52.0,7,59,,,130,0,,
21910,4.0,1.0,0.0,2.0,2.0,3.0,4.0,4.0,13.0,9.0,3.0,2.0,0.0,0.0,4.0,9.0,16.0,15.0,2.0,2.0,1.0,0.0,2.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,51.0,49.0,177,176,4-2-3-1,4-2-3-1,4066,0,0.87,0.87
25328,4.0,4.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,3.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,3.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,22,97,5-3-2,4-2-3-1,477,1,0.97,0.87
8202,5.0,3.0,0.0,3.0,1.0,5.0,4.0,9.0,17.0,23.0,2.0,5.0,1.0,1.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,61.0,39.0,62,171,4-3-1-2,3-5-2,1406,1,0.88,0.85
27220,5.0,5.0,2.0,2.0,2.0,6.0,5.0,9.0,11.0,15.0,1.0,0.0,0.0,0.0,21.0,12.0,5.0,13.0,0.0,1.0,3.0,4.0,1.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,40,262,4-4-2,4-4-2,906,0,0.9,0.9
